title,pub_date,status,link,category,preview
(#22) Breath is Medicine,"Tue, 13 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-22,Breathwork techniques and how-to,"“Medicine and medication both derive from an ancient Indo-Iranian root meaning something like ‘thoughtful action to establish order’; the same root gives us the words measure and meditate.” - Andrew Weil, MD, Mind Over Meds If “medicine” literally means something like “thoughtful action,” then mindf"
(#23) Suffering vs Peace: Who’s Breath Are You Focusing On?,"Wed, 14 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-23,Breathwork techniques and how-to,"The more you learn about breathing, the more you’ll notice how poorly everyone else does it. And it’s natural to want to fix them . But let’s remember that trying to change others will lead to suffering. Focusing on what you can control—your breath—will lead to peace."
"(#24) How to Experience More Awe, Gratitude, &amp; Joy","Thu, 15 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-24,Breathwork techniques and how-to,"“University of North Carolina psychologists Barbara Frederickson, PhD, and Bethany Kok, PhD, demonstrated this beautifully when they asked 52 adults to track their positive emotions—awe, gratitude, joy—for 9 weeks. They found that the higher a subject’s HRV was at the beginning, the easier and more "
(#25) New Book 411: The Healing Power of the Breath,"Fri, 16 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-25,Breathwork techniques and how-to,"“Rather than write an exhaustive book with hundreds of breath practices, we have selected a few that are easy to teach, easy to learn, safe, rapidly effective, and useful in many different aspects of life.” - The Healing Power of the Breath It’s Friday, so a new 411 is now available. I’m super excit"
(#26) Offering Ourselves to the World,"Sat, 17 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-26,Breathwork techniques and how-to,"“ Breathing involves a continual oscillation between exhaling and inhaling, offering ourselves to the world at one moment and drawing the world into ourselves at the next. ” — David Abram P.S. At the Skill of Stress course I recently attended, one of my favorite teachers, Emily Hightower, said somet"
(#27) A Mysterious and Mystical Organ,"Sun, 18 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-27,Other,"“ The lungs are a mysterious and even mystical organ. They are our connection to the atmosphere, the organ that extracts the life force we need to exist.” ” — Michael J Stephen, MD"
(#28) 3 Breaths that Changed David Goggins' Life,"Mon, 19 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-28,Breathwork techniques and how-to,"In his new book, Never Finished , David Goggins says that the first freezing wave that hit him in Hell Week almost sent him home: “ I was a half-step from voluntarily pulling the plug on a dream that had the power to change the course of my entire life. ” Enter the power of the breath: “ In order to"
(#29) Thich Nhat Hanh on Finding the Best Practice for You,"Tue, 20 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-29,Breathwork techniques and how-to,"“Only by using your intelligence and putting the teachings into practice can they bring you happiness. Please base your practice on your own life and your own experiences — your successes and your failures.” - Thich Nhat Hanh, The Heart of the Buddha’s Teaching Although this passage is about practic"
(#3) Why Breathing Seems Like a Panacea (maybe it is?),"Thu, 24 Nov 2022 09:11:00 +0000",publish,/the-breathing-1/number-3,Breathwork techniques and how-to,"“Your body has numerous major systems, including the endocrine (hormone), cardiovascular, immune, gastrointestinal, and nervous systems. If you want to use the mind-body connection to lower your stress, cool the fires, and improve your long-term health, what’s the optimal point of entry into all the"
(#30) Our Lungs and the Possibilities of the World,"Wed, 21 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-30,Breathwork techniques and how-to,"“Our lungs developed to utilize oxygen and efficiently drive our metabolic reactions. We are aerobic creatures, and if the lungs are our most important organ, then oxygen is the most important gas in the atmosphere. […] With oxygen, the possibilities of the world opened up. ” - Michael J Stephen, MD"
(#31) Do This When Life Gets Complicated: Two Hours instead of One,"Thu, 22 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-31,Breathwork techniques and how-to,"“When life gets complicated, lean into these practices, as they’re how you get the creativity needed to untangle the complicated.” - Steven Kotler, The Art of Impossible Although Kotler isn’t talking about breathing per se, it’s still a great reminder that when life gets absurdly busy, we should lea"
(#32) Breathing for Better Blood Pressure (new science 411),"Fri, 23 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-32,Breathwork techniques and how-to,“This review concluded that diaphragmatic deep breathing could significantly improve autonomic dysfunction in patients with prehypertension and hypertension by lowering BP and HR. Such a breathing technique may produce a beneficial psychological effect on prehypertensive and hypertensive adults.” - 
(#33) Anxiety With and Without the Breath,"Sat, 24 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-33,Breathwork techniques and how-to,“ Anxiety is often excitement and anticipation without the breath.” ” — Michael Port P.S. On weekends I just send a memorable breathing quote. It’s a productive form of mental rest : )
(#34) Thus Spirit = Breath = Life,"Sun, 25 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-34,Breathwork techniques and how-to,"“ Thus spirit = breath = life, the aliveness and power of your life, and to speak of your spirit (or soul) is to speak of the power of life that is in you.” ” — Frederick Buechner P.S. Merry Christmas and Happy Holidays!"
(#35) Breathing Exercises Lower Inflammation and Change Gene Expression,"Mon, 26 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-35,Breathwork techniques and how-to,"“In those who practice breathing exercises, levels of inflammatory proteins in the blood are significantly lower, especially under certain types of stress. Mobilizing the power of the breath has also been shown to turn on anti-inflammatory genes and turn off pro-inflammatory ones, including genes th"
(#36) It Doesn’t Have to Be Breathing (here’s why most methods work),"Tue, 27 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-36,Breathwork techniques and how-to,"Yesterday, we talked about how using slow breathing to evoke the relaxation response does all sorts of good things, like lowering inflammation & stress hormones. But, really, any method that evokes the relaxation response will work. Here’s how Wayne Jonas, MD, puts it in his excellent book How Heali"
(#37) How to Easily Access Presence (with or w/o breathing),"Wed, 28 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-37,Breathwork techniques and how-to,"“But learning new skills is also one of the best ways to enhance awareness of the present moment […] New situations kill the mental clutter. In newness we’re forced into presence and focus.” - Michael Easter, The Comfort Crisis This is why our first time doing anything (breathing, meditation, surfin"
(#38) Change Your Story: “The Mind Narrates what the Nervous System Knows”,"Thu, 29 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-38,Nervous system science,"“We live a story that originates in our on autonomic state, is sent through autonomic pathways from the body to the brain, and is then translated by the brain into the beliefs that guide our daily living . The mind narrates what the nervous system knows. Story follows state.” - Deb Dana, The Polyvag"
(#39) Wim Hof Wisdom Bundle (bonus gifts),"Fri, 30 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-39,Breathwork techniques and how-to,"I have a few end-of-the-year bonuses for you. Instead of getting one Book 411, you’re getting a Book 411 and four Science 411s on Wim Hof’s method. I’m calling it the Wim Hof Wisdom Bundle. Click the link to access all the wisdom (it’s also available from the Member’s Home Page). Enjoy! *** P.S. I w"
(#4) The #1 Breathing Fundamental,"Fri, 25 Nov 2022 09:11:00 +0000",publish,/the-breathing-1/number-4,Breathwork techniques and how-to,"“Taken together, these results confirm that nasal stimulation represents the fundamental link between slow breathing techniques, brain and autonomic activities and psychological/behavioral outputs.” - Zaccaro et al. (2018) If you’re reading this, you’re probably aware of the importance of nasal brea"
(#40) A 30-Second Thought Experiment Bound to Improve Your Life,"Sat, 31 Dec 2022 09:11:00 +0000",publish,/the-breathing-1/number-40,Other,"(1) Bring to mind someone you would die for—no hesitation, no questions asked. (2) Now ask yourself: Would you live for this person? Would you start that one thing you know you should be doing? ( Yes, that one .) Would you give up that one thing you know you shouldn’t be doing? ( Only you know which"
(#41) A Breath of Unity,"Sun, 01 Jan 2023 09:11:00 +0000",publish,/the-breathing-1/number-41,Breathwork techniques and how-to,"“ Each new breath creates a unity of life as all people share the nourishment that the earth’s atmosphere freely offers.” ” — Barbara Fredrickson, Ph.D. Extra: 23 One-Sentence Breathing Ideas for 2023 For the New Year, here are 23 one-sentence breathing ideas for 2023. Enjoy!"
